parameters,prompt,response,code,tests,result
,"from typing import List, Any
def filter_integers(values: List[Any]) -> List[int]:
    """"""
    Фильтровать данный список любых значений python, оставив только целые чисел
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
","from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    return [value for value in values if isinstance(value, int)]

print(filter_integers(['a', 3.14, 5]))  # [5]
print(filter_integers([1, 2, 3, 'abc', {}, []]))  # [1, 2, 3]
","from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    return [value for value in values if isinstance(value, int)]
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == []
    assert candidate([4, {}, [], 23.2, 9, 'adasd']) == [4, 9]
    assert candidate([3, 'c', 3, 3, 'a', 'b']) == [3, 3, 3]
",Ok
,"def strlen(string: str) -> int:
    """"""
    Возвращает длину заданной строки
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
","def strlen(string: str) -> int:
    return len(string)

print(strlen(''))
print(strlen('abc'))
","def strlen(string: str) -> int:
    return len(string)
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('') == 0
    assert candidate('x') == 1
    assert candidate('asdasnakj') == 9
",Ok
,"def largest_divisor(n: int) -> int:
    """"""
    Для заданного числа n найдите наибольшее число, которое делит n нацело, меньшее, чем n
    >>> largest_divisor(15)
    5
    """"""
","def largest_divisor(n: int) -> int:
    for i in range(n - 1, 0, -1):
        if n % i == 0:
            return i

print(largest_divisor(15))

# В данной программе мы проходимся по всем числам от n-1 до 1 (включительно),
# проверяя, делится ли n на текущее число без остатка. Если найдено число, которое делит n нацело,
# то возвращаем это число, как наибольший делитель.
# В случае, если число не найдено, функция вернет 1, так как любое число","def largest_divisor(n: int) -> int:
    for i in range(n - 1, 0, -1):
        if n % i == 0:
            return i
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate(3) == 1
    assert candidate(7) == 1
    assert candidate(10) == 5
    assert candidate(100) == 50
    assert candidate(49) == 7
",Ok
,"from typing import List
def factorize(n: int) -> List[int]:
    """"""
    Возвращает список простых множителей заданного целого числа в порядке от наименьшего к наибольшему.
    Каждый из множителей должен быть указан количество раз, соответствующее тому, сколько раз он появляется при разложении на множители.
    Входное число должно быть равно произведению всех множителей
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
","from typing import List

def factorize(n: int) -> List[int]:
    factors = []
    divisor = 2
    while divisor <= n:
        if n % divisor == 0:
            factors.append(divisor)
            n //= divisor
        else:
            divisor += 1
    return factors

print(factorize(8))
print(factorize(25))
print(factorize(70))
","from typing import List

def factorize(n: int) -> List[int]:
    factors = []
    divisor = 2
    while divisor <= n:
        if n % divisor == 0:
            factors.append(divisor)
            n //= divisor
        else:
            divisor += 1
    return factors
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate(2) == [2]
    assert candidate(4) == [2, 2]
    assert candidate(8) == [2, 2, 2]
    assert candidate(3 * 19) == [3, 19]
    assert candidate(3 * 19 * 3 * 19) == [3, 3, 19, 19]
    assert candidate(3 * 19 * 3 * 19 * 3 * 19) == [3, 3, 3, 19, 19, 19]
    assert candidate(3 * 19 * 19 * 19) == [3, 19, 19, 19]
    assert candidate(3 * 2 * 3) == [2, 3, 3]
",Ok
,"from typing import List
def remove_duplicates(numbers: List[int]) -> List[int]:
    """"""
    Из списка целых чисел удалите все элементы, которые встречаются более одного раза.
    Сохраняйте порядок расположения элементов таким же, как и во входных данных.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
","from typing import List

def remove_duplicates(numbers: List[int]) -> List[int]:
    count_dict = {}
    for num in numbers:
        if num in count_dict:
            count_dict[num] += 1
        else:
            count_dict[num] = 1
    result = [num for num in numbers if count_dict[num] == 1]
    return result

print(remove_duplicates([1, 2, 3, 2, 4]))  # [1, 3, 4]

### End Solution
","from typing import List

def remove_duplicates(numbers: List[int]) -> List[int]:
    count_dict = {}
    for num in numbers:
        if num in count_dict:
            count_dict[num] += 1
        else:
            count_dict[num] = 1
    result = [num for num in numbers if count_dict[num] == 1]
    return result
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([1, 2, 3, 2, 4, 3, 5]) == [1, 4, 5]
",Ok
,"def flip_case(string: str) -> str:
    """"""
    Для данной строки преобразуйте строчные символы в прописные, а прописные - в строчные.
    >>> flip_case('Hello')
    'hELLO'
    """"""
","def flip_case(string: str) -> str:
    result = ''
    for char in string:
        if char.isupper():
            result += char.lower()
        else:
            result += char.upper()
    return result

print(flip_case('Hello'))

# Output: 'hELLO'
","def flip_case(string: str) -> str:
    result = ''
    for char in string:
        if char.isupper():
            result += char.lower()
        else:
            result += char.upper()
    return result
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('') == ''
    assert candidate('Hello!') == 'hELLO!'
    assert candidate('These violent delights have violent ends') == 'tHESE VIOLENT DELIGHTS HAVE VIOLENT ENDS'
",Ok
,"from typing import List
def concatenate(strings: List[str]) -> str:
    """"""
    Конкатенировать список строк в одну строку
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
","def concatenate(strings: List[str]) -> str:
    return ''.join(strings)

print(concatenate([]))
print(concatenate(['a', 'b', 'c']))
","def concatenate(strings: List[str]) -> str:
    return ''.join(strings)
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == ''
    assert candidate(['x', 'y', 'z']) == 'xyz'
    assert candidate(['x', 'y', 'z', 'w', 'k']) == 'xyzwk'
",Ok
,"from typing import List
def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """"""
    Отфильтруйте входной список строк только для тех, которые начинаются с заданного префикса.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
","def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    return [s for s in strings if s.startswith(prefix)]

print(filter_by_prefix([], 'a'))  # []
print(filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a'))  # ['abc', 'array']
","def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    return [s for s in strings if s.startswith(prefix)]
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
",Ok
,"def get_positive(l: list):
    """"""
    Возвращает только положительные числа в списке.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
","def get_positive(l: list):
    return [i for i in l if i > 0]

print(get_positive([-1, 2, -4, 5, 6]))
print(get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10]))

# Вывод:
# [2, 5, 6]
# [5, 3, 2, 3, 9, 123, 1]
","def get_positive(l: list):
    return [i for i in l if i > 0]
","

METADATA = {}


def check(candidate):
    assert candidate([-1, -2, 4, 5, 6]) == [4, 5, 6]
    assert candidate([5, 3, -5, 2, 3, 3, 9, 0, 123, 1, -10]) == [5, 3, 2, 3, 3, 9, 123, 1]
    assert candidate([-1, -2]) == []
    assert candidate([]) == []

",Ok
,"def is_prime(n):
    """"""
    Возвращает true, если заданное число простое, и false в противном случае.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
","def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

print(is_prime(6))
print(is_prime(101))
print(is_prime(11))
print(is_prime(13441))
print(is_prime(61))
print(is_prime(4))
print(is_prime(1))

# Вывод:
# False
# True
# True
# True
# True
# False
# False
","def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True
","

METADATA = {}


def check(candidate):
    assert candidate(6) == False
    assert candidate(101) == True
    assert candidate(11) == True
    assert candidate(13441) == True
    assert candidate(61) == True
    assert candidate(4) == False
    assert candidate(1) == False
    assert candidate(5) == True
    assert candidate(11) == True
    assert candidate(17) == True
    assert candidate(5 * 17) == False
    assert candidate(11 * 7) == False
    assert candidate(13441 * 19) == False

",Ok
